Codigo,Nombre del producto,Sku,Se puede comprar,Se puede vender,Se puede regalar,Condiciones para regalarlo,Tipo de producto,Estatus,Línea,Estilo,Tipo de Linea de producción,Tipo de Producto,Color,Sexo,Talla,Liso o Contrastado,"Tipo de tela ( poner el codigo de la tela que usan para producto. Si no tienen codigo, ver campo A)",Peso (gramos) con bolsa,Código de barras,Referencia interna- Opcional-,Colchón de insumos en %,Minimo a Producir,Tiempo de Reabastecimiento de Insumos,Punto de Reorden de Insumos,ubicación en Picking,Cantidad de operaciones,Punto de Reorden (a calcular),Máximos por producir,Multiplo de producción,Tiempo de producción (SAM),Comportamiento de ventas,Categoria,Amigos/Enemigos,Complejidad,Número de vivos,Vivos/ No vivos,Minimo en inventario en piezas-  en días de rotación- RITMO CRUCERO,RITMO INICIAL,RITMO ESTANQUE,RITMO FIN DE CICLO,Familia de medida compra,Unidad de medida,Familia de medida uso,Unidad de medida uso,unidad de conversión,Edición Limitada,% Descuento,Liquidaciones,Aplica cambio ,Costo de Compra,Precios de Irregulares,Promedio de Ventas,Stock Máximo   ,Colchon,Precio mínimo de venta,Precio de Mayoreo,Descripción para internet- Vendelo,Tipo de seguimiento,Tipo de Prenda
AH102-4045-XS,Pantalón caballero quirúrgico Oceano corte clásico ,AH102-4045-XS,No,Si,Si,N/A,Almacenable,Activo,Audaz,A399,Pantalón,Pant,4045-OCEANO,Caballero,XS,Liso,TTR-19-4045TCX-LAPIS BLUE,0.355,AH1024045XS,,,,,,,39,,,24,17.00,Estable,B,De todos ,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,SI,50.123414,150,0.04,108,20%, $530.00 , $370.00 ,"Un pantalón diseñado para tu comodidad diaria, dándote ligereza y agilidad para llegar rápido a tus consultas. El color océano representará seguridad y protección ante tus pacientes.",Lote,Pantalón
AH102-4045-XL,Pantalón caballero quirúrgico Oceano corte clásico ,AH102-4045-XL,No,Si,Si,N/A,Almacenable,Activo,Audaz,A400,Pantalón,Pant,4045-OCEANO,Caballero,XL,Liso,TTR-19-4045TCX-LAPIS BLUE,0.465,AH1024045XL,,,,,,,39,,,24,17.00,Estable,B,De todos ,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,SI,51.039017,150,0.07,72,20%, $530.00 , $370.00 ,"Un pantalón diseñado para tu comodidad diaria, dándote ligereza y agilidad para llegar rápido a tus consultas. El color océano representará seguridad y protección ante tus pacientes.",Lote,Pantalón
AH102-421-L,Pantalón caballero quirúrgico Cactus corte clásico ,AH102-421-L,No,Si,Si,N/A,Almacenable,Activo,Audaz,A401,Pantalón,Pant,421-AVENTURINE,Caballero,L ,Liso,TTR-18-5421-TCX-AVENTURINE,0.465,AH102421L ,,,,,,,39,,,24,17.00,Estable,B,De todos ,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,SI,55.5434,150,0.50,144,20%, $530.00 , $370.00 ,Vístete con seguridad y atrévete a portar el color Cactus que refleja el estilo de los héroes como tú.,Lote,Pantalón
AH102-421-M,Pantalón caballero quirúrgico Cactus corte clásico ,AH102-421-M,No,Si,Si,N/A,Almacenable,Activo,Audaz,A402,Pantalón,Pant,421-AVENTURINE,Caballero,M ,Liso,TTR-18-5421-TCX-AVENTURINE,0.390,AH102421M ,,,,,,,39,,,24,17.00,Estable,B,De todos ,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,SI,53.99162,150,0.64,216,20%, $530.00 , $370.00 ,Vístete con seguridad y atrévete a portar el color Cactus que refleja el estilo de los héroes como tú.,Lote,Pantalón
AH102-421-S,Pantalón caballero quirúrgico Cactus corte clásico ,AH102-421-S,No,Si,Si,N/A,Almacenable,Activo,Audaz,A403,Pantalón,Pant,421-AVENTURINE,Caballero,S,Liso,TTR-18-5421-TCX-AVENTURINE,0.420,AH102421S,,,,,,,39,,,24,17.00,Estable,B,De todos ,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,SI,55.5434,150,0.62,216,20%, $530.00 , $370.00 ,Vístete con seguridad y atrévete a portar el color Cactus que refleja el estilo de los héroes como tú.,Lote,Pantalón
AH102-421-XS,Pantalón caballero quirúrgico Cactus corte clásico ,AH102-421-XS,No,Si,Si,N/A,Almacenable,Activo,Audaz,A404,Pantalón,Pant,421-AVENTURINE,Caballero,XS,Liso,TTR-18-5421-TCX-AVENTURINE,0.355,AH102421XS,,,,,,,39,,,24,17.00,Estable,B,De todos ,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,SI,55.345901,150,0.11,216,20%, $530.00 , $370.00 ,Vístete con seguridad y atrévete a portar el color Cactus que refleja el estilo de los héroes como tú.,Lote,Pantalón
AH102-421-XL,Pantalón caballero quirúrgico Cactus corte clásico ,AH102-421-XL,No,Si,Si,N/A,Almacenable,Activo,Audaz,A405,Pantalón,Pant,421-AVENTURINE,Caballero,XL,Liso,TTR-18-5421-TCX-AVENTURINE,0.465,AH102421XL,,,,,,,39,,,24,17.00,Estable,B,De todos ,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,SI,53.99162,150,0.11,144,20%, $530.00 , $370.00 ,Vístete con seguridad y atrévete a portar el color Cactus que refleja el estilo de los héroes como tú.,Lote,Pantalón
AH102-570-L,Pantalón caballero quirúrgico Negro corte clásico ,AH102-570-L,No,Si,Si,N/A,Almacenable,Activo,Audaz,A406,Pantalón,Pant,570-NEGRO,Caballero,L ,Liso,TTR-19-570TCX-BLACK,0.465,AH102570L ,,,,,,,39,,,24,17.00,Estable,B,De todos ,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,SI,50.729985,150,0.77,144,20%, $530.00 , $370.00 ,"Con este pantalón te verás espectacular, estilo clásico que te brindará protección. Sus bolsas facilitarán el guardarlo todo durante tu jornada.",Lote,Pantalón
AH102-570-M,Pantalón caballero quirúrgico Negro corte clásico ,AH102-570-M,No,Si,Si,N/A,Almacenable,Activo,Audaz,A407,Pantalón,Pant,570-NEGRO,Caballero,M ,Liso,TTR-19-570TCX-BLACK,0.390,AH102570M ,,,,,,,39,,,24,17.00,Estable,B,De todos ,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,SI,50.834386,150,0.96,216,20%, $530.00 , $370.00 ,"Con este pantalón te verás espectacular, estilo clásico que te brindará protección. Sus bolsas facilitarán el guardarlo todo durante tu jornada.",Lote,Pantalón
AH102-570-S,Pantalón caballero quirúrgico Negro corte clásico ,AH102-570-S,No,Si,Si,N/A,Almacenable,Activo,Audaz,A408,Pantalón,Pant,570-NEGRO,Caballero,S,Liso,TTR-19-570TCX-BLACK,0.420,AH102570S,,,,,,,39,,,24,17.00,Estable,B,De todos ,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,SI,52.804688,150,0.86,216,20%, $530.00 , $370.00 ,"Con este pantalón te verás espectacular, estilo clásico que te brindará protección. Sus bolsas facilitarán el guardarlo todo durante tu jornada.",Lote,Pantalón
AH102-570-XS,Pantalón caballero quirúrgico Negro corte clásico ,AH102-570-XS,No,Si,Si,N/A,Almacenable,Activo,Audaz,A409,Pantalón,Pant,570-NEGRO,Caballero,XS,Liso,TTR-19-570TCX-BLACK,0.355,AH102570XS,,,,,,,39,,,24,17.00,Estable,B,De todos ,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,SI,51.797339,150,0.17,216,20%, $530.00 , $370.00 ,"Con este pantalón te verás espectacular, estilo clásico que te brindará protección. Sus bolsas facilitarán el guardarlo todo durante tu jornada.",Lote,Pantalón
AH102-570-XL,Pantalón caballero quirúrgico Negro corte clásico ,AH102-570-XL,No,Si,Si,N/A,Almacenable,Activo,Audaz,A410,Pantalón,Pant,570-NEGRO,Caballero,XL,Liso,TTR-19-570TCX-BLACK,0.465,AH102570XL,,,,,,,39,,,24,17.00,Estable,B,De todos ,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,SI,53.931565,150,0.15,144,20%, $530.00 , $370.00 ,"Con este pantalón te verás espectacular, estilo clásico que te brindará protección. Sus bolsas facilitarán el guardarlo todo durante tu jornada.",Lote,Pantalón
AH102-570-XXL,Pantalón caballero quirúrgico Negro corte clásico ,AH102-570-XXL,No,Si,Si,N/A,Almacenable,Activo,Audaz,A411,Pantalón,Pant,570-NEGRO,Caballero,XXL,Liso,TTR-19-570TCX-BLACK,0.500,AH102570XXL,,,,,,,39,,,24,17.00,Estable,B,De todos ,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,SI,51.681423,150,0.16,144,20%, $530.00 , $370.00 ,"Con este pantalón te verás espectacular, estilo clásico que te brindará protección. Sus bolsas facilitarán el guardarlo todo durante tu jornada.",Lote,Pantalón
AH102-557-L,Pantalón caballero quirúrgico Arce Corte clásico ,AH102-557-L,No,Si,Si,N/A,Almacenable,Activo,Audaz,A412,Pantalón,Pant,557-CHILLI PEPPER,Caballero,L ,Liso,TTR-19-557TCX CHILLI PEPPER,0.465,AH102557L,,,,,,,39,,,24,17.00,Estable,B,De todos ,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,,50.729985,150,,144,20%, $530.00 , $370.00 ,,Lote,Pantalón
AH102-557-M,Pantalón caballero quirúrgico Arce Corte clásico ,AH102-557-M,No,Si,Si,N/A,Almacenable,Activo,Audaz,A413,Pantalón,Pant,557-CHILLI PEPPER,Caballero,M ,Liso,TTR-19-557TCX CHILLI PEPPER,0.390,AH102557M,,,,,,,39,,,24,17.00,Estable,B,De todos ,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,,50.834386,150,,216,20%, $530.00 , $370.00 ,,Lote,Pantalón
AH102-557-S,Pantalón caballero quirúrgico Arce Corte clásico ,AH102-557-S,No,Si,Si,N/A,Almacenable,Activo,Audaz,A414,Pantalón,Pant,557-CHILLI PEPPER,Caballero,S,Liso,TTR-19-557TCX CHILLI PEPPER,0.420,AH102557S,,,,,,,39,,,24,17.00,Estable,B,De todos ,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,,52.804688,150,,216,20%, $530.00 , $370.00 ,,Lote,Pantalón
AH102-557-XS,Pantalón caballero quirúrgico Arce Corte clásico ,AH102-557-XS,No,Si,Si,N/A,Almacenable,Activo,Audaz,A415,Pantalón,Pant,557-CHILLI PEPPER,Caballero,XS,Liso,TTR-19-557TCX CHILLI PEPPER,0.355,AH102557XS,,,,,,,39,,,24,17.00,Estable,B,De todos ,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,,51.797339,150,,216,20%, $530.00 , $370.00 ,,Lote,Pantalón
AH102-557-XL,Pantalón caballero quirúrgico Arce Corte clásico ,AH102-557-XL,No,Si,Si,N/A,Almacenable,Activo,Audaz,A416,Pantalón,Pant,557-CHILLI PEPPER,Caballero,XL,Liso,TTR-19-557TCX CHILLI PEPPER,0.465,AH102557XL,,,,,,,39,,,24,17.00,Estable,B,De todos ,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,,53.931565,150,,144,20%, $530.00 , $370.00 ,,Lote,Pantalón
AH102-557-XXL,Pantalón caballero quirúrgico Arce Corte clásico ,AH102-557-XXL,No,Si,Si,N/A,Almacenable,Activo,Audaz,A417,Pantalón,Pant,557-CHILLI PEPPER,Caballero,XXL,Liso,TTR-19-557TCX CHILLI PEPPER,0.500,AH102557XXL,,,,,,,39,,,24,17.00,Estable,B,De todos ,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,,51.681423,150,,144,20%, $530.00 , $370.00 ,,Lote,Pantalón
AH103-001-L,Pantalón caballero Blanco corte Slim ,AH103-001-L,No,Si,Si,N/A,Almacenable,Activo,Audaz,A418,Pantalón,Pant,001-BLANCO,Caballero,L ,Liso,TTR-WHIT,0.505,AH103001L ,,,,,,,52,,,24,23.75,Estable,B,A104,3,,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,64.531808,150,0.56,144,20%, $530.00 , $370.00 ,Este pantalón con corte slim te ayudará a moverte en cualquier momento y sus 5 bolsas te permitirán guardar todo lo que necesites.,Lote,Pantalón
AH103-001-M,Pantalón caballero Blanco corte Slim ,AH103-001-M,No,Si,Si,N/A,Almacenable,Activo,Audaz,A419,Pantalón,Pant,001-BLANCO,Caballero,M ,Liso,TTR-WHIT,0.465,AH103001M ,,,,,,,52,,,24,23.75,Estable,B,A104,3,,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,68.440987,150,0.98,216,20%, $530.00 , $370.00 ,Este pantalón con corte slim te ayudará a moverte en cualquier momento y sus 5 bolsas te permitirán guardar todo lo que necesites.,Lote,Pantalón
AH103-001-S,Pantalón caballero Blanco corte Slim ,AH103-001-S,No,Si,Si,N/A,Almacenable,Activo,Audaz,A420,Pantalón,Pant,001-BLANCO,Caballero,S,Liso,TTR-WHIT,0.440,AH103001S,,,,,,,52,,,24,23.75,Estable,B,A104,3,,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,68.385766,150,0.99,216,20%, $530.00 , $370.00 ,Este pantalón con corte slim te ayudará a moverte en cualquier momento y sus 5 bolsas te permitirán guardar todo lo que necesites.,Lote,Pantalón
AH103-001-XS,Pantalón caballero Blanco corte Slim ,AH103-001-XS,No,Si,Si,N/A,Almacenable,Activo,Audaz,A421,Pantalón,Pant,001-BLANCO,Caballero,XS,Liso,TTR-WHIT,0.420,AH103001XS,,,,,,,52,,,24,23.75,Estable,B,A104,3,,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,67.746962,150,0.41,216,20%, $530.00 , $370.00 ,Este pantalón con corte slim te ayudará a moverte en cualquier momento y sus 5 bolsas te permitirán guardar todo lo que necesites.,Lote,Pantalón
AH103-001-XL,Pantalón caballero Blanco corte Slim ,AH103-001-XL,No,Si,Si,N/A,Almacenable,Activo,Audaz,A422,Pantalón,Pant,001-BLANCO,Caballero,XL,Liso,TTR-WHIT,0.525,AH103001XL,,,,,,,52,,,24,23.75,Estable,B,A104,3,,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,64.41884,150,0.14,144,20%, $530.00 , $370.00 ,Este pantalón con corte slim te ayudará a moverte en cualquier momento y sus 5 bolsas te permitirán guardar todo lo que necesites.,Lote,Pantalón
AH103-001-XXL,Pantalón caballero Blanco corte Slim ,AH103-001-XXL,No,Si,Si,N/A,Almacenable,Activo,Audaz,A423,Pantalón,Pant,001-BLANCO,Caballero,XXL,Liso,TTR-WHIT,0.565,AH103001XXL,,,,,,,52,,,24,23.75,Estable,B,A104,3,,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,70.057325,150,0.09,144,20%, $530.00 , $370.00 ,Este pantalón con corte slim te ayudará a moverte en cualquier momento y sus 5 bolsas te permitirán guardar todo lo que necesites.,Lote,Pantalón
AH103-027-L,Pantalón caballero Naval corte Slim ,AH103-027-L,No,Si,Si,N/A,Almacenable,Activo,Audaz,A424,Pantalón,Pant,027-NAVAL,Caballero,L ,Liso,TTR-19-4027TCX-MEDIEVAL,0.430,AH103027L ,,,,,,,52,,,24,23.75,Estable,B,A104,3,,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,68.827365,150,0.89,144,20%, $530.00 , $370.00 ,"Por su tela stretch, podrás moverte hacia cualquier lugar, además lucir increíble. ¡La combinación perfecta!",Lote,Pantalón
AH103-027-M,Pantalón caballero Naval corte Slim ,AH103-027-M,No,Si,Si,N/A,Almacenable,Activo,Audaz,A425,Pantalón,Pant,027-NAVAL,Caballero,M ,Liso,TTR-19-4027TCX-MEDIEVAL,0.410,AH103027M ,,,,,,,52,,,24,23.75,Estable,B,A104,3,,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,66.288387,150,1.53,216,20%, $530.00 , $370.00 ,"Por su tela stretch, podrás moverte hacia cualquier lugar, además lucir increíble. ¡La combinación perfecta!",Lote,Pantalón
AH103-027-S,Pantalón caballero Naval corte Slim ,AH103-027-S,No,Si,Si,N/A,Almacenable,Activo,Audaz,A426,Pantalón,Pant,027-NAVAL,Caballero,S,Liso,TTR-19-4027TCX-MEDIEVAL,0.365,AH103027S,,,,,,,52,,,24,23.75,Estable,A,A104,3,,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,70.517785,150,1.74,216,20%, $530.00 , $370.00 ,"Por su tela stretch, podrás moverte hacia cualquier lugar, además lucir increíble. ¡La combinación perfecta!",Lote,Pantalón
AH103-027-XS,Pantalón caballero Naval corte Slim ,AH103-027-XS,No,Si,Si,N/A,Almacenable,Activo,Audaz,A427,Pantalón,Pant,027-NAVAL,Caballero,XS,Liso,TTR-19-4027TCX-MEDIEVAL,0.385,AH103027XS,,,,,,,52,,,24,23.75,Estable,B,A104,3,,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,68.827365,150,0.48,216,20%, $530.00 , $370.00 ,"Por su tela stretch, podrás moverte hacia cualquier lugar, además lucir increíble. ¡La combinación perfecta!",Lote,Pantalón
AH103-027-XL,Pantalón caballero Naval corte Slim ,AH103-027-XL,No,Si,Si,N/A,Almacenable,Activo,Audaz,A428,Pantalón,Pant,027-NAVAL,Caballero,XL,Liso,TTR-19-4027TCX-MEDIEVAL,0.470,AH103027XL,,,,,,,52,,,24,23.75,Estable,B,A104,3,,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,66.284274,150,0.12,144,20%, $530.00 , $370.00 ,"Por su tela stretch, podrás moverte hacia cualquier lugar, además lucir increíble. ¡La combinación perfecta!",Lote,Pantalón
AH103-027-XXL,Pantalón caballero Naval corte Slim ,AH103-027-XXL,No,Si,Si,N/A,Almacenable,Activo,Audaz,A429,Pantalón,Pant,027-NAVAL,Caballero,XXL,Liso,TTR-19-4027TCX-MEDIEVAL,0.485,AH103027XXL,,,,,,,52,,,24,23.75,Estable,B,A104,3,,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,64.531808,150,0.05,144,20%, $530.00 , $370.00 ,"Por su tela stretch, podrás moverte hacia cualquier lugar, además lucir increíble. ¡La combinación perfecta!",Lote,Pantalón
AH103-203-L,Pantalón caballero Ceniza corte Slim ,AH103-203-L,No,Si,Si,N/A,Almacenable,Activo,Audaz,A430,Pantalón,Pant,203-CENIZA,Caballero,L ,Liso,TTR-18-5203TCX-PEWTER,0.430,AH103203L ,,,,,,,52,,,24,23.75,Estable,B,A104,3,,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,64.531808,150,0.35,144,20%, $530.00 , $370.00 ,"Guarda todo lo que necesites llevarte al hospital, empezando por el súper estilo que te hace ver este color Ceniza.",Lote,Pantalón
AH103-203-M,Pantalón caballero Ceniza corte Slim ,AH103-203-M,No,Si,Si,N/A,Almacenable,Activo,Audaz,A431,Pantalón,Pant,203-CENIZA,Caballero,M ,Liso,TTR-18-5203TCX-PEWTER,0.410,AH103203M ,,,,,,,52,,,24,23.75,Estable,B,A104,3,,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,70.517785,150,0.75,216,20%, $530.00 , $370.00 ,"Guarda todo lo que necesites llevarte al hospital, empezando por el súper estilo que te hace ver este color Ceniza.",Lote,Pantalón
AH103-203-S,Pantalón caballero Ceniza corte Slim ,AH103-203-S,No,Si,Si,N/A,Almacenable,Activo,Audaz,A432,Pantalón,Pant,203-CENIZA,Caballero,S,Liso,TTR-18-5203TCX-PEWTER,0.365,AH103203S,,,,,,,52,,,24,23.75,Estable,B,A104,3,,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,70.517785,150,0.78,216,20%, $530.00 , $370.00 ,"Guarda todo lo que necesites llevarte al hospital, empezando por el súper estilo que te hace ver este color Ceniza.",Lote,Pantalón
AH103-203-XS,Pantalón caballero Ceniza corte Slim ,AH103-203-XS,No,Si,Si,N/A,Almacenable,Activo,Audaz,A433,Pantalón,Pant,203-CENIZA,Caballero,XS,Liso,TTR-18-5203TCX-PEWTER,0.385,AH103203XS,,,,,,,52,,,24,23.75,Estable,B,A104,3,,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,64.531808,150,0.19,216,20%, $530.00 , $370.00 ,"Guarda todo lo que necesites llevarte al hospital, empezando por el súper estilo que te hace ver este color Ceniza.",Lote,Pantalón
AH103-203-XL,Pantalón caballero Ceniza corte Slim ,AH103-203-XL,No,Si,Si,N/A,Almacenable,Activo,Audaz,A434,Pantalón,Pant,203-CENIZA,Caballero,XL,Liso,TTR-18-5203TCX-PEWTER,0.470,AH103203XL,,,,,,,52,,,24,23.75,Estable,B,A104,3,,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,68.827365,150,0.13,144,20%, $530.00 , $370.00 ,"Guarda todo lo que necesites llevarte al hospital, empezando por el súper estilo que te hace ver este color Ceniza.",Lote,Pantalón
AH103-421-L,Pantalón caballero Cactus corte Slim ,AH103-421-L,No,Si,Si,N/A,Almacenable,Activo,Audaz,A435,Pantalón,Pant,421-AVENTURINE,Caballero,L ,Liso,TTR-18-5421-TCX-AVENTURINE,0.430,AH103421L ,,,,,,,52,,,24,23.75,Estable,B,A104,3,,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,70.517785,150,0.69,144,20%, $530.00 , $370.00 ,Estar cómodo es esencial pero con estilo al mismo tiempo ¡mejor! Estos pantalones fueron hechos para que destaques ante el resto con un look diferente. Bolsas incluidas.,Lote,Pantalón
AH103-421-M,Pantalón caballero Cactus corte Slim ,AH103-421-M,No,Si,Si,N/A,Almacenable,Activo,Audaz,A436,Pantalón,Pant,421-AVENTURINE,Caballero,M ,Liso,TTR-18-5421-TCX-AVENTURINE,0.410,AH103421M ,,,,,,,52,,,24,23.75,Estable,B,A104,3,,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,66.988456,150,0.52,216,20%, $530.00 , $370.00 ,Estar cómodo es esencial pero con estilo al mismo tiempo ¡mejor! Estos pantalones fueron hechos para que destaques ante el resto con un look diferente. Bolsas incluidas.,Lote,Pantalón
AH103-421-S,Pantalón caballero Cactus corte Slim ,AH103-421-S,No,Si,Si,N/A,Almacenable,Activo,Audaz,A437,Pantalón,Pant,421-AVENTURINE,Caballero,S,Liso,TTR-18-5421-TCX-AVENTURINE,0.365,AH103421S,,,,,,,52,,,24,23.75,Estable,A,A104,3,,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,70.517785,150,0.82,216,20%, $530.00 , $370.00 ,Estar cómodo es esencial pero con estilo al mismo tiempo ¡mejor! Estos pantalones fueron hechos para que destaques ante el resto con un look diferente. Bolsas incluidas.,Lote,Pantalón
AH103-421-XS,Pantalón caballero Cactus corte Slim ,AH103-421-XS,No,Si,Si,N/A,Almacenable,Activo,Audaz,A438,Pantalón,Pant,421-AVENTURINE,Caballero,XS,Liso,TTR-18-5421-TCX-AVENTURINE,0.385,AH103421XS,,,,,,,52,,,24,23.75,Estable,B,A104,3,,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,70.517785,150,0.25,216,20%, $530.00 , $370.00 ,Estar cómodo es esencial pero con estilo al mismo tiempo ¡mejor! Estos pantalones fueron hechos para que destaques ante el resto con un look diferente. Bolsas incluidas.,Lote,Pantalón
AH103-421-XL,Pantalón caballero Cactus corte Slim ,AH103-421-XL,No,Si,Si,N/A,Almacenable,Activo,Audaz,A439,Pantalón,Pant,421-AVENTURINE,Caballero,XL,Liso,TTR-18-5421-TCX-AVENTURINE,0.470,AH103421XL,,,,,,,52,,,24,23.75,Estable,B,A104,3,,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,70.517785,150,0.15,144,20%, $530.00 , $370.00 ,Estar cómodo es esencial pero con estilo al mismo tiempo ¡mejor! Estos pantalones fueron hechos para que destaques ante el resto con un look diferente. Bolsas incluidas.,Lote,Pantalón
AH103-4045-L,Pantalón caballero Oceano corte Slim ,AH103-4045-L,No,Si,Si,N/A,Almacenable,Activo,Audaz,A440,Pantalón,Pant,4045-OCEANO,Caballero,L ,Liso,TTR-19-4045TCX-LAPIS BLUE,0.430,AH1034045L ,,,,,,,52,,,24,23.75,Estable,B,A104,3,,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,64.531808,150,0.20,144,20%, $530.00 , $370.00 ,Un pantalón tan cool que es transpirable y ligero. Justo lo que necesitas para esos días movidos en el hospital.,Lote,Pantalón
AH103-4045-M,Pantalón caballero Oceano corte Slim ,AH103-4045-M,No,Si,Si,N/A,Almacenable,Activo,Audaz,A441,Pantalón,Pant,4045-OCEANO,Caballero,M ,Liso,TTR-19-4045TCX-LAPIS BLUE,0.410,AH1034045M ,,,,,,,52,,,24,23.75,Estable,B,A104,3,,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,64.531808,150,0.60,216,20%, $530.00 , $370.00 ,Un pantalón tan cool que es transpirable y ligero. Justo lo que necesitas para esos días movidos en el hospital.,Lote,Pantalón
AH103-4045-S,Pantalón caballero Oceano corte Slim ,AH103-4045-S,No,Si,Si,N/A,Almacenable,Activo,Audaz,A442,Pantalón,Pant,4045-OCEANO,Caballero,S,Liso,TTR-19-4045TCX-LAPIS BLUE,0.365,AH1034045S,,,,,,,52,,,24,23.75,Estable,B,A104,3,,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,64.531808,150,0.52,216,20%, $530.00 , $370.00 ,Un pantalón tan cool que es transpirable y ligero. Justo lo que necesitas para esos días movidos en el hospital.,Lote,Pantalón
AH103-4045-XS,Pantalón caballero Oceano corte Slim ,AH103-4045-XS,No,Si,Si,N/A,Almacenable,Activo,Audaz,A443,Pantalón,Pant,4045-OCEANO,Caballero,XS,Liso,TTR-19-4045TCX-LAPIS BLUE,0.385,AH1034045XS,,,,,,,52,,,24,23.75,Estable,B,A104,3,,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,64.531808,150,0.13,216,20%, $530.00 , $370.00 ,Un pantalón tan cool que es transpirable y ligero. Justo lo que necesitas para esos días movidos en el hospital.,Lote,Pantalón
AH103-4045-XL,Pantalón caballero Oceano corte Slim ,AH103-4045-XL,No,Si,Si,N/A,Almacenable,Activo,Audaz,A444,Pantalón,Pant,4045-OCEANO,Caballero,XL,Liso,TTR-19-4045TCX-LAPIS BLUE,0.470,AH1034045XL,,,,,,,52,,,24,23.75,Estable,B,A104,3,,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,64.531808,150,0.05,144,20%, $530.00 , $370.00 ,Un pantalón tan cool que es transpirable y ligero. Justo lo que necesitas para esos días movidos en el hospital.,Lote,Pantalón
AH103-570-L,Pantalón caballero Negro corte Slim ,AH103-570-L,No,Si,Si,N/A,Almacenable,Activo,Audaz,A445,Pantalón,Pant,570-NEGRO,Caballero,L ,Liso,TTR-19-570TCX-BLACK,0.430,AH103570L ,,,,,,,52,,,24,23.75,Estable,B,A104,3,,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,66.091969,150,1.03,72,20%, $530.00 , $370.00 ,"Que no te falten las bolsas para llevar tus cosas, con este elegante pantalón negro, corte slim. ¡Lucirás increíble!",Lote,Pantalón
AH103-570-M,Pantalón caballero Negro corte Slim ,AH103-570-M,No,Si,Si,N/A,Almacenable,Activo,Audaz,A446,Pantalón,Pant,570-NEGRO,Caballero,M ,Liso,TTR-19-570TCX-BLACK,0.410,AH103570M ,,,,,,,52,,,24,23.75,Estable,B,A104,3,,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,66.463326,150,1.46,216,20%, $530.00 , $370.00 ,"Que no te falten las bolsas para llevar tus cosas, con este elegante pantalón negro, corte slim. ¡Lucirás increíble!",Lote,Pantalón
